text,published_at,cleaned
퍼스트터치 실패했지만 골로 이어짐 중국이여서 넣은거라고 봄 아님 그전에 차단크리,2025-07-08T10:22:29Z,퍼스트터치 실패했지만 골로 이어짐 중국이여서 넣은거라고 봄 아님 그전에 차단크리
중국축구는 공한증이라는 저주받은거 같네,2025-07-08T10:22:26Z,중국축구는 공한증이라는 저주받은거 같네
"선수들이 미운게 아닙니다
ㅂ ㅅ 같이 운영하는 축협이 짜증나서 싫은거지",2025-07-08T10:21:11Z,선수들이 미운게 아닙니다 ㅂ ㅅ 운영하는 축협이 짜증나서 싫은거지
문선민 에반데,2025-07-08T10:19:41Z,문선민 에반데
일본전을 단두대 매치로 해야,2025-07-08T10:18:18Z,일본전을 단두대 매치로 해야
축구매니아 아니면 손흥민 이강인 김민재안나오는데 누가보냐ㅋㅋㅋㅋㅋ,2025-07-08T10:17:29Z,축구매니아 손흥민 이강인 김민재안나오는데 누가보냐ㅋㅋㅋㅋㅋ
동아시안컵이 원래 대회 위상이다 관심도가 떨어지기는했었지만 홍보도 너무 안 하는 듯ㅋㅋㅋ 늘 하는 줄 모르고 있다가 하이라이트 보고 대회 시작 한 줄 알게 되는 컵 중 하나..,2025-07-08T10:17:09Z,동아시안컵이 원래 대회 위상이다 관심도가 떨어지기는했었지만 홍보도 너무 안 하는 듯ㅋㅋㅋ 늘 하는 줄 모르고 있다가 하이라이트 보고 대회 시작 한 줄 알게 되는 컵 중
기름하수구똥파리와 대결하느라 수고했어요,2025-07-08T10:15:30Z,기름하수구똥파리와 대결하느라 수고했어요
"지상파 중계가 없으니 이모양 이꼴.
아무리 요즘 tv 안보고 인터넷 미디어 이용 시대라고 하지만… 일반 tv보는 세대가 더 많다는 점을 생각 해야하는데..
지상파 중계권은 지상파에서 알아서 홍보,이슈되는데.. 지상파에서 중계권을 안 가지면 일부러 외면하는데..어휴… 
유럽리그,국대, 클럽 리그..
한국 잉글랜드,독일,스페인 처럼 축구열기가  아니라면 지상파가 중계권을 가져야함.",2025-07-08T10:14:40Z,지상파 중계가 없으니 이모양 이꼴 아무리 요즘 tv 안보고 인터넷 미디어 이용 시대라고 일반 tv보는 세대가 더 많다는 점을 생각 해야하는데 지상파 중계권은 지상파에서 알아서 홍보이슈되는데 지상파에서 중계권을 안 가지면 일부러 외면하는데어휴 유럽리그국대 클럽 리그 한국 잉글랜드독일스페인 처럼 축구열기가 지상파가 중계권을 가져야함
중국16번확실이우레이보다잘하네ㅋㅋㅋ,2025-07-08T10:13:47Z,중국16번확실이우레이보다잘하네ㅋㅋㅋ
관제탑 나왔어야 했는데,2025-07-08T10:13:44Z,관제탑 나왔어야 했는데
중국따위 3-0이라니 ㅋㅋ,2025-07-08T10:11:59Z,중국따위 30이라니 ㅋㅋ
대한민국 이 3대0으로 이겨서 기분이 좋네요,2025-07-08T10:11:25Z,대한민국 3대0으로 이겨서 기분이 좋네요
중국 상대로 이것밖에 못하노 ㅋㅋ,2025-07-08T10:11:25Z,중국 상대로 이것밖에 못하노 ㅋㅋ
9:20 누가봐도 옵사이든데.... 9:28 왜 뒤에서 손으로 밀어서 뺏냐 비매너...,2025-07-08T10:10:19Z,920 누가봐도 옵사이든데 928 뒤에서 손으로 밀어서 뺏냐 비매너
"솔직히 월드컵도 안볼 거 같음
그냥 신뢰를 잃음",2025-07-08T10:09:59Z,솔직히 월드컵도 안볼 거 같음 그냥 신뢰를 잃음
하긴 했구나,2025-07-08T10:09:05Z,하긴 했구나
와 ㄹㅇ 중국 수비 내가 뛰어도 잘하겠다 ㄷㄷ;;,2025-07-08T10:08:36Z,ㄹㅇ 중국 수비 내가 뛰어도 잘하겠다 ㄷㄷ
문선민은 뜀박질만 잘해 ㅋㅋ,2025-07-08T10:08:24Z,문선민은 뜀박질만 잘해 ㅋㅋ
너무 뻔한 전술..도 아닌.. 재미없다,2025-07-08T10:07:58Z,너무 뻔한 전술도 아닌 재미없다
"중국 상대 3대0 이면, 우리가 진거다..중국 축하해",2025-07-08T10:07:42Z,중국 상대 3대0 이면 우리가 진거다중국 축하해
홍명보 쫄았네 ㅋㅋㅋ 일본은 신인발굴이고 한국은 국내 베스트 ㅋㅋㅋㅋ 나이많은 주민규?? 젊인 인재를 찾아야지,2025-07-08T10:04:00Z,홍명보 쫄았네 ㅋㅋㅋ 일본은 신인발굴이고 한국은 국내 베스트 ㅋㅋㅋㅋ 나이많은 주민규 젊인 인재를 찾아야지
왜케  재미가없지...  아시아축구는..,2025-07-08T10:03:38Z,왜케 재미가없지 아시아축구는
난 이건 좀 모르겠다 ㄷㄷ,2025-07-08T10:02:04Z,난 이건 모르겠다 ㄷㄷ
홍명보 볼수록 구역질남  존나 근엄한척은,2025-07-08T10:01:45Z,홍명보 볼수록 구역질남 존나 근엄한척은
한중전,2025-07-08T10:01:38Z,한중전
대한민국VS중국,2025-07-08T10:01:27Z,대한민국vs중국
"EAFF,E-1",2025-07-08T10:01:14Z,eaffe1
조현우 이동경 나이스,2025-07-08T09:58:42Z,조현우 이동경 나이스
"난 한국국대 진짜 웃긴게 국가보다는 군면제때문에 경기뛰는놈들이 툭하면 거수경례하는게 개황당하고 어이없음,",2025-07-08T09:58:16Z,난 한국국대 진짜 웃긴게 국가보다는 군면제때문에 경기뛰는놈들이 툭하면 거수경례하는게 개황당하고 어이없음
확실히 창의적인패스가 없네 나 패스한다? 알려주고 때리는느낌.,2025-07-08T09:55:51Z,확실히 창의적인패스가 없네 패스한다 알려주고 때리는느낌
너나 아웃해라 ㅋ,2025-07-08T09:53:48Z,너나 아웃해라 ㅋ
수고들 했어요...,2025-07-08T09:53:25Z,수고들
이번월드컵 3전 전패로 예선탈락하길 간절히 기도합니다,2025-07-08T09:51:23Z,이번월드컵 3전 전패로 예선탈락하길 간절히 기도합니다
"또 뽑은 순간 한국 축구 흥행은 물건너갔다고 생각합니다
이제는 다른 종목의 스포츠에 관심을 가질 시기라고 생각합니다",2025-07-08T09:51:01Z,뽑은 순간 한국 축구 흥행은 물건너갔다고 생각합니다 이제는 종목의 스포츠에 관심을 가질 시기라고 생각합니다
도대체 맹보가 감독하면 왜 슛찬스에서 패스를 하지 맹보가 슛해서 못넣으면 때리냐? 지발 좀 슈팅좀 때려라 쫌,2025-07-08T09:49:37Z,도대체 맹보가 감독하면 슛찬스에서 패스를 하지 맹보가 슛해서 못넣으면 때리냐 지발 슈팅좀 때려라 쫌
참다행이다.. 중국이 2진을 보내서~,2025-07-08T09:46:19Z,참다행이다 중국이 2진을 보내서
뭐 대회있었냐? 그새기들 나갈때까지 보이콧,2025-07-08T09:45:48Z,뭐 대회있었냐 그새기들 나갈때까지 보이콧
"홍명보 전술, 센터링 후  주민규 헤딩.  뭘 테스트 한 거지?",2025-07-08T09:44:46Z,홍명보 전술 센터링 후 주민규 헤딩 뭘 테스트 한 거지
헉 관중이 넘 없네요~~~,2025-07-08T09:43:18Z,관중이 넘 없네요
확실히 김문환 문선민 스피드 개빠르니까 기회 겁나 많이 만드네,2025-07-08T09:42:56Z,확실히 김문환 문선민 스피드 개빠르니까 기회 겁나 많이 만드네
야구 때문에 관심이 없어요ㅋ,2025-07-08T09:42:07Z,야구 관심이 없어요ㅋ
몽규와 맹보의 콜라보 경기장이 텅텅 ㅋㅋㅋㅋ,2025-07-08T09:41:22Z,몽규와 맹보의 콜라보 경기장이 텅텅 ㅋㅋㅋㅋ
홍 가 만 빠지면~~,2025-07-08T09:41:23Z,홍 만 빠지면
중국 진짜 못한다.   몸싸움을 수비수가  질 정도면   수비가  거의 의미 없다고 봐야.  키핑이나  볼 컨트롤도  수준이하고.  투지도 없어보임.,2025-07-08T09:40:22Z,중국 진짜 못한다 몸싸움을 수비수가 질 정도면 수비가 의미 없다고 봐야 키핑이나 볼 컨트롤도 수준이하고 투지도 없어보임
전술은 쓰레기 🗑,2025-07-08T09:39:38Z,전술은 쓰레기
경기한줄도몰랐네,2025-07-08T09:39:10Z,경기한줄도몰랐네
근데 아무 도움도 안되는 이런 경기 왜 하는 거임?,2025-07-08T09:38:36Z,근데 아무 도움도 안되는 경기 하는 거임
주전들도 아니고 중국전은 왜 하는지 모르겠네 그리고 어차피 해외파 위주로 할텐데,2025-07-08T09:38:20Z,주전들도 아니고 중국전은 하는지 모르겠네 어차피 해외파 위주로 할텐데
왜 이렇게 동네 축구 같지? 국대 선수들 축구 아닌거 같아요.,2025-07-08T09:37:55Z,이렇게 동네 축구 같지 국대 선수들 축구 아닌거 같아요
대한민국 축구 국가대표팀 수고하셨습니다 😊😅❤❤🎉🎉,2025-07-08T09:33:31Z,대한민국 축구 국가대표팀 수고하셨습니다
울 국가대표 선수님들 너무 잘했습니다. 근데 저능아 이겼다고 좋아하면 안됩니다! 곧 월드컵이잖아요! 이동경 선수 감차 폼 흥민이 이겼다 이 골은ㅋㅋㅋ 선민이는 이마가 점점 넓어지는거같아 선민이가 욕심좀 내줬음 좋겠어... 주민규도 정말 잘하지만 이건 아시아 축구팀 상대로 헤더 가능한거지 쫌 더 빨라지고 오프더볼 상황을 잘이끌었음 좋겠어 여론에 흔들리지말자 감독도 여론에 안흔들리잖누 여론 씹고 멘탈잡자 나의 바램을 말한다..,2025-07-08T09:33:00Z,울 국가대표 선수님들 너무 잘했습니다 근데 저능아 이겼다고 좋아하면 안됩니다 월드컵이잖아요 이동경 선수 감차 폼 흥민이 이겼다 골은ㅋㅋㅋ 선민이는 이마가 점점 넓어지는거같아 선민이가 욕심좀 내줬음 좋겠어 주민규도 정말 잘하지만 이건 아시아 축구팀 상대로 헤더 가능한거지 쫌 더 빨라지고 오프더볼 상황을 잘이끌었음 좋겠어 여론에 흔들리지말자 감독도 여론에 안흔들리잖누 여론 씹고 멘탈잡자 나의 바램을 말한다
"김문환이 크로스 올려야 할 타이밍에 매번 백패스 하는 건 여전하더라
쟤는 백패스 하라고 기용한 듯...것두 홍명보의 지략이냐???
어쨋든 더운 날씨에 선수들 고생들 많았네",2025-07-08T09:31:28Z,김문환이 크로스 올려야 할 타이밍에 백패스 하는 건 여전하더라 쟤는 백패스 하라고 기용한 듯것두 홍명보의 지략이냐 더운 날씨에 선수들 고생들 많았네
중국이 존나 못하잖아.. 한국 골결정력은 여전히 개판이네,2025-07-08T09:31:14Z,중국이 존나 못하잖아 한국 골결정력은 개판이네
왜 비호감 두명이 퇴진을 안해서 축구선수들이 피해를 봐야하나 나도 하는지도 몰랏네😂,2025-07-08T09:29:09Z,비호감 두명이 퇴진을 안해서 축구선수들이 피해를 봐야하나 나도 하는지도 몰랏네
"짱개 상대로 3골 넣고 좋아하는
명보야 정신차리자!!!!!",2025-07-08T09:28:19Z,짱개 상대로 3골 넣고 좋아하는 명보야 정신차리자
문성민 패스할때 슛하고 슛할 타이밍에 패스하고. 고쳐라~!,2025-07-08T09:27:44Z,문성민 패스할때 슛하고 슛할 타이밍에 패스하고 고쳐라
와 다리가 풀렸는데도 포기하지않는 모습 갬동,2025-07-08T09:26:45Z,다리가 풀렸는데도 포기하지않는 모습 갬동
ㅈㄹ 덥겟다..,2025-07-08T09:25:27Z,ㅈㄹ 덥겟다
선수들  고생 많았어요 실력도없고 개판인 한국축협에서ㅠㅠㅠ,2025-07-08T09:24:39Z,선수들 고생 많았어요 실력도없고 개판인 한국축협에서ㅠㅠㅠ
주민규 선수 골은 기가 막히게찾아먹네요.,2025-07-08T09:24:28Z,주민규 선수 골은 기가 막히게찾아먹네요
컷백 너무 아쉽다 근데,2025-07-08T09:22:47Z,컷백 너무 아쉽다 근데
홍명보 감독의 뻔한 전술과 충분히 예상되는 경기력으로 생방송으로 보지않게 됨.,2025-07-08T09:22:10Z,홍명보 감독의 뻔한 전술과 충분히 예상되는 경기력으로 생방송으로 보지않게 됨
"관중보면 이게 우리 축구의 현실
노 관심",2025-07-08T09:19:18Z,관중보면 이게 축구의 현실 노 관심
아무리 축구 좋아하는 한국 사람이지만 몰랐던거 이번이 처음인듯ㅋㅋ,2025-07-08T09:18:13Z,아무리 축구 좋아하는 한국 사람이지만 몰랐던거 이번이 처음인듯ㅋㅋ
"정몽규 OUT 채팅창에 쓰니까
바로 차단 하더라",2025-07-08T09:18:03Z,정몽규 out 채팅창에 쓰니까 차단 하더라
최강파티 집결,2025-07-08T09:16:27Z,최강파티 집결
5:0은 최소 나와야 하는거 아닌가..,2025-07-08T09:15:06Z,50은 최소 나와야 하는거 아닌가
아씨브알 홍MB 면상 나오는거였네 칵퉤,2025-07-08T09:14:14Z,아씨브알 홍mb 면상 나오는거였네 칵퉤
홍명보 처럼 살지말자,2025-07-08T09:13:54Z,홍명보 처럼 살지말자
팩트는 중국 더 갖고 놀수있었는데 후반에 상대팀 선수교체 후 전술바뀐걸 홍명보가 모르고 그냥 우리나라도 선수교체만 함,2025-07-08T09:13:34Z,팩트는 중국 더 갖고 놀수있었는데 후반에 상대팀 선수교체 후 전술바뀐걸 홍명보가 모르고 그냥 우리나라도 선수교체만 함
와이프 카메라에 왜 안잡아줌,2025-07-08T09:11:57Z,와이프 카메라에 안잡아줌
니들이 해봐 소리가 절로 나오겠네..,2025-07-08T09:10:14Z,니들이 해봐 소리가 절로 나오겠네
중국진짜ㅋㅋㅋ너넨 탁구만해라 어쩜 이렇게 못하냐ㅡㅡ,2025-07-08T09:09:51Z,중국진짜ㅋㅋㅋ너넨 탁구만해라 어쩜 이렇게 못하냐ㅡㅡ
국내 2군답다,2025-07-08T09:09:39Z,국내 2군답다
축구 하는지도몰랐다 ㅋㅋㅋ,2025-07-08T09:08:19Z,축구 하는지도몰랐다 ㅋㅋㅋ
"이동경 골, 이동경 인생골 될거같다 진짜 이쁘게 잘 넣었네 ㅎㅎ",2025-07-08T09:08:17Z,이동경 골 이동경 인생골 될거같다 진짜 이쁘게 잘 넣었네 ㅎㅎ
"요즘들어 우리 선수들이 한골 넣으면 예전처럼 신나서 뛰어다니지 읺는게 좋더라. 뭐 딱히 당연한걸 넣었을 뿐이라는 느낌... ㅎㅎㅎ
근데... 일방적으로 패는 것도 힘들긴하네...ㅎㅎ",2025-07-08T09:06:50Z,요즘들어 선수들이 한골 넣으면 예전처럼 신나서 뛰어다니지 읺는게 좋더라 뭐 딱히 당연한걸 넣었을 뿐이라는 느낌 ㅎㅎㅎ 근데 일방적으로 패는 것도 힘들긴하네ㅎㅎ
나 치도리도 공유했는데 진짜 좀 우승을좀 해주지 ㅜ ㅜ ㅠㅠ 너무슬프다 ㅜ ㅜ ㅠㅠ,2025-07-08T09:04:31Z,치도리도 공유했는데 진짜 우승을좀 해주지 ㅜ ㅜ ㅠㅠ 너무슬프다 ㅜ ㅜ ㅠㅠ
"중국한테 3골...이겼으니 잘 햇는데...
진짜 답답한 점은 패스를 받아서 논스톱으로 슛을하면 들어갈 볼인데 
왜 그걸 잡아놓구 슛을하는거지?
전부터 참 아쉬운 점이였는데 아직도 눈에 보이니 답답하네..",2025-07-08T09:03:24Z,중국한테 3골이겼으니 잘 햇는데 진짜 답답한 점은 패스를 받아서 논스톱으로 슛을하면 들어갈 볼인데 그걸 잡아놓구 슛을하는거지 전부터 아쉬운 점이였는데 아직도 눈에 보이니 답답하네
"대한민국한테 저렇게
발리는 중국도..
또다른 의미로 대단하긴하다..와....",2025-07-08T08:57:12Z,대한민국한테 저렇게 발리는 중국도 또다른 의미로 대단하긴하다와
손흥민 김민재 이강인 없으면 축구 보겠노..,2025-07-08T08:57:05Z,손흥민 김민재 이강인 없으면 축구 보겠노
이거 어제 한지도 몰랐던 사람 개추 ㅋㅋ,2025-07-08T08:56:26Z,이거 어제 한지도 몰랐던 사람 개추 ㅋㅋ
이야 이동경 발목 힘 ?  대박이네요.,2025-07-08T08:54:55Z,이야 이동경 발목 힘 대박이네요
중국 진짜 못하긴하네,2025-07-08T08:54:53Z,중국 진짜 못하긴하네
"오늘도 역시나 그의 전술은 ""해줘""",2025-07-08T08:54:30Z,오늘도 역시나 그의 전술은 해줘
감독을 바꿔라...,2025-07-08T08:52:26Z,감독을 바꿔라
우리나라는 이제 축구보단 야구임ㅋㅋㅋㅋㅋ야구관중을 봐라 ㅋㅋ맨날 만석임,2025-07-08T08:52:11Z,우리나라는 이제 축구보단 야구임ㅋㅋㅋㅋㅋ야구관중을 ㅋㅋ맨날 만석임
대명보,2025-07-08T08:49:58Z,대명보
이동경은 세금 2배내라 열받게 하지마라,2025-07-08T08:49:03Z,이동경은 세금 2배내라 열받게
크러쉬 폼 미쳣고!,2025-07-08T08:47:08Z,크러쉬 폼 미쳣고
진짜 근데 해외파 있고 없고 차이가 이렇게 클줄은 몰랐어...... 오합지졸인거같아 ... 컨트롤도 섬세함도 부족하고 ㅠㅠ 이기긴 잘했다 .. 근데 경기 내용이 너무 투박해 ㅠㅠ,2025-07-08T08:43:57Z,진짜 근데 해외파 있고 없고 차이가 이렇게 클줄은 몰랐어 오합지졸인거같아 컨트롤도 섬세함도 부족하고 ㅠㅠ 이기긴 잘했다 근데 경기 내용이 너무 투박해 ㅠㅠ
우승 못하고 감독 짜지면 좋겟다. 그것도 부족하다고 민심 곱창나서 협회장도 짜지면 더 좋겟다.,2025-07-08T08:42:58Z,우승 못하고 감독 짜지면 좋겟다 그것도 부족하다고 민심 곱창나서 협회장도 짜지면 더 좋겟다
언제했냐?,2025-07-08T08:42:35Z,언제했냐
하는지도몰랐네..,2025-07-08T08:42:02Z,하는지도몰랐네
아시안 컵 우승 기원~,2025-07-08T08:40:33Z,아시안 컵 우승 기원
룸명보는 언재 짤리나요?,2025-07-08T08:39:57Z,룸명보는 언재 짤리나요
월드컵본선 이대로 명보체제로 가면 개 망한다,2025-07-08T08:39:49Z,월드컵본선 이대로 명보체제로 가면 개 망한다
대한민국 왼발 이강인 아님????,2025-07-08T08:39:13Z,대한민국 왼발 이강인 아님
문선민은 무슨 머리를  점점 청나라 사람처럼 하노,2025-07-08T08:39:01Z,문선민은 머리를 점점 청나라 사람처럼 하노
홍덕에 국대경기는 유튭 하이라이트만 시간 개꿀!,2025-07-08T08:38:20Z,홍덕에 국대경기는 유튭 하이라이트만 개꿀
한국 대표팀은 골문앞에서 되도않는 숏패스 하지말고  수비수 적을 때  최대한 빨리  결정을 지어버려.시간 끌어서 수비수 초밀집 상황인데 무슨 바로셀로나 흉내를 내고있냐,2025-07-08T08:37:45Z,한국 대표팀은 골문앞에서 되도않는 숏패스 하지말고 수비수 적을 최대한 빨리 결정을 지어버려시간 끌어서 수비수 초밀집 상황인데 바로셀로나 흉내를 내고있냐
상대가 중국이라 그런지 한국이 잘해보이네,2025-07-08T08:36:39Z,상대가 중국이라 그런지 한국이 잘해보이네
"6:45 ""아 시x"" ????",2025-07-08T08:35:05Z,645 시x
꼴랑 중궈한테 수준이 거기까진거야? 홍가때문에 대패를 바랬는데 그건 억지고 조잡하다,2025-07-08T08:34:48Z,꼴랑 중궈한테 수준이 거기까진거야 홍가때문에 대패를 바랬는데 그건 억지고 조잡하다
근데 덥다고는 하는데 더 더운 미국에서 하는 대회에서는 애들 존나 뛰는데 국대 애들이 너무 대충 뛰더라,2025-07-08T08:34:24Z,근데 덥다고는 하는데 더 더운 미국에서 하는 대회에서는 애들 존나 뛰는데 국대 애들이 너무 대충 뛰더라
주민규ㅅㅅㅅ,2025-07-08T08:34:10Z,주민규ㅅㅅㅅ
중국: 을용타 아들 나왔데 무섭따오!,2025-07-08T08:32:03Z,중국 을용타 아들 나왔데 무섭따오
명보는 왜 아직 붙어있나? 자진 사퇴해라,2025-07-08T08:31:03Z,명보는 아직 붙어있나 자진 사퇴해라
"주민규 선수 안색이 왤케 어둡죠..
어디 아프거나 근심걱정이 있는걸까요...",2025-07-08T08:30:34Z,주민규 선수 안색이 왤케 어둡죠 아프거나 근심걱정이 있는걸까요
"의도한 전술에 의해서 골도 넣고 경기 진행해야하는데 .. 다 개인 능력 위주로 하네 ..
일본좀 쳐 배워라 명보야.",2025-07-08T08:30:09Z,의도한 전술에 골도 넣고 경기 진행해야하는데 다 개인 능력 위주로 하네 일본좀 쳐 배워라 명보야
"관중석이 민심  같네,ㅋㅋ.",2025-07-08T08:28:56Z,관중석이 민심 같네ㅋㅋ
"정몽규 열심히 한다메~
사람들 축구 하는지도 모른다야~ㅋㅋㅋㅋ",2025-07-08T08:27:30Z,정몽규 열심히 한다메 사람들 축구 하는지도 모른다야ㅋㅋㅋㅋ
동경이랑 진규는 해외파와도 뽑을만한데?,2025-07-08T08:26:47Z,동경이랑 진규는 해외파와도 뽑을만한데
아무리 선수지만 이날씨에 90분 뛰는게 쉽진않을텐데... 진짜 고생하셨네,2025-07-08T08:25:15Z,아무리 선수지만 이날씨에 90분 뛰는게 쉽진않을텐데 진짜 고생하셨네
선수들 멋지다!! 화이팅❤,2025-07-08T08:24:43Z,선수들 멋지다 화이팅
이미 이렇게 된거 지켜보는 수밖에,2025-07-08T08:23:17Z,이미 이렇게 된거 지켜보는 수밖에
홍몽협회가 아니었다면 20골 넣었다,2025-07-08T08:22:40Z,홍몽협회가 20골 넣었다
"*요즘 축구에 대한 관심이 점점 떨어지는 것 같아서 마음이 아프네요 과거에는 정말 축구에 흥미를 가지며 즐겼었는데, 이제는 경기 소식조차 모르고 지나치게 되는 현실이 안타깝습니다 마음속 깊이 축구의 즐거움을 다시 느끼고 싶어지네요*",2025-07-08T08:22:09Z,요즘 축구에 대한 관심이 점점 떨어지는 같아서 마음이 아프네요 과거에는 정말 축구에 흥미를 가지며 즐겼었는데 이제는 경기 소식조차 모르고 지나치게 되는 현실이 안타깝습니다 마음속 깊이 축구의 즐거움을 다시 느끼고 싶어지네요
배성재 박문성 안 들으니 좋네,2025-07-08T08:20:48Z,배성재 박문성 안 들으니 좋네
"선수들의 노고를  먼지로 만드는  정,  홍 
양심이 없다",2025-07-08T08:20:39Z,선수들의 노고를 먼지로 만드는 정 홍 양심이 없다
이동경 없었으면 작살남,2025-07-08T08:20:25Z,이동경 없었으면 작살남
08:02 뒤에 중국인 맞음?,2025-07-08T08:17:47Z,0802 뒤에 중국인 맞음
10:08 김문환이는생각하는. 축구좀하자 상대수비수5명에 우리선수1명있는데거기에다. 공둥볼 센터링 올리냐달려뒤에서 달려오는선수도있는데. 지능적인축구좀하자 8:01,2025-07-08T08:15:25Z,1008 김문환이는생각하는 축구좀하자 상대수비수5명에 우리선수1명있는데거기에다 공둥볼 센터링 올리냐달려뒤에서 달려오는선수도있는데 지능적인축구좀하자 801
동아시아 대회 한국 중국 일본 홍콩.. 이걸 ㅁㅂ 때문에 안봄,2025-07-08T08:14:26Z,동아시아 대회 한국 중국 일본 홍콩 이걸 ㅁㅂ 안봄
"홍명보 있는거 보고 옛날껀줄 알았네;
아직도 안나갔냐?",2025-07-08T08:10:10Z,홍명보 있는거 보고 옛날껀줄 알았네 아직도 안나갔냐
정말 잘했음!!! 특시 이동경 첫골 진짜 멋지네요!,2025-07-08T08:09:43Z,정말 잘했음 특시 이동경 첫골 진짜 멋지네요
태극전사들     부상 조심  하시고    계속  좋은 소식  오길.     수고 하셨습니다.🤗🤗🤗,2025-07-08T08:07:51Z,태극전사들 부상 조심 하시고 계속 좋은 소식 오길 수고 하셨습니다
한국축구는 이제 필요없음 ㅋㅋㅋㅋㅋ왜냐 아무도 관심이 없거든^^,2025-07-08T08:07:23Z,한국축구는 이제 필요없음 ㅋㅋㅋㅋㅋ왜냐 관심이 없거든
경기 내용보니 3골은 적게 들어간거네... 3골 정도는 더 넣을 수 있었네,2025-07-08T08:06:46Z,경기 내용보니 3골은 적게 들어간거네 3골 정도는 더 넣을 수 있었네
공차는게 힘이 딸린다,2025-07-08T08:06:40Z,공차는게 힘이 딸린다
5:0 스코어였군,2025-07-08T08:06:24Z,50 스코어였군
포항의 자.랑 이.호두 선수님 수고하셨습니두.,2025-07-08T08:05:14Z,포항의 자랑 이호두 선수님 수고하셨습니두
썩은 축구 보고싶지도않은데 어디서자꾸 광고를하는거야ㅡㅡ,2025-07-08T08:03:19Z,썩은 축구 보고싶지도않은데 어디서자꾸 광고를하는거야ㅡㅡ
저딴 허접한 중국팀이랑 3:0 은 한국이 못한거임..5:0 이상은 나와야지 그나마 평타친거임,2025-07-08T08:01:07Z,저딴 허접한 중국팀이랑 30 은 한국이 못한거임50 이상은 나와야지 그나마 평타친거임
"문선민빼고 다 어휴네... 13번은 어떻게 국대를 달았냐..
저 센스로.. 두번이나 하늘로 날리는 감각은 아마추어같음..
저건 진짜 감이 없어서 무조건  세게때려서 골넣은 적 밖에 없는거같네..ㅈㅔ발 그센스로 운동선수는 생각좀 많이해봐라",2025-07-08T07:59:57Z,문선민빼고 다 어휴네 13번은 국대를 달았냐 센스로 두번이나 하늘로 날리는 감각은 아마추어같음 저건 진짜 감이 없어서 무조건 세게때려서 골넣은 적 밖에 없는거같네ㅈㅔ발 그센스로 운동선수는 생각좀 많이해봐라
중국아 우리나라 조기축구 재패하고와라,2025-07-08T07:59:14Z,중국아 우리나라 조기축구 재패하고와라
하이라이트도 노잼이네,2025-07-08T07:58:52Z,하이라이트도 노잼이네
이동경은 시야가 좁은거야?  패스를 못하는거야? 아님 왼쪽 사이드를 싫어하는거야? 왜 그쪽으론 패스를 못해?,2025-07-08T07:57:55Z,이동경은 시야가 좁은거야 패스를 못하는거야 아님 왼쪽 사이드를 싫어하는거야 그쪽으론 패스를 못해
"도쿄리 골 지리네...
근데 7~8분대인데 땀이 비오듯이 쏟아지는거 보니까 존나 더운듯 ㅋㅋㅋㅋㅋㅋㅋ",2025-07-08T07:57:27Z,도쿄리 골 지리네 근데 78분대인데 땀이 비오듯이 쏟아지는거 보니까 존나 더운듯 ㅋㅋㅋㅋㅋㅋㅋ
이 대회는 무슨 전통이있는데 이런날씨에 하냐? 우승해도 상금 어차피 명보몽규 회식비로 들어가는거 아님?,2025-07-08T07:57:10Z,대회는 전통이있는데 이런날씨에 하냐 우승해도 상금 어차피 명보몽규 회식비로 들어가는거 아님
중국정도는 안봐도 이겼겠지? 하이라이트보기도 귀찮,2025-07-08T07:56:01Z,중국정도는 안봐도 이겼겠지 하이라이트보기도 귀찮
관중왜이리없는거냐,2025-07-08T07:55:56Z,관중왜이리없는거냐
영상 졸 끊기네,2025-07-08T07:55:50Z,영상 졸 끊기네
"짱개이겼다고 우쭐하지마라 !!
고딩이 초딩이긴골",2025-07-08T07:55:44Z,짱개이겼다고 우쭐하지마라 고딩이 초딩이긴골
"한국축구 하는지 조차 몰랏네
대단하다 정몽규 홍명보 그밥에 나물들아",2025-07-08T07:54:15Z,한국축구 하는지 몰랏네 대단하다 정몽규 홍명보 그밥에 나물들아
"아. 아직 축구 하는 구나.. 
국대 축구는 그닥. 무관심 이라.",2025-07-08T07:54:07Z,아직 축구 하는 구나 국대 축구는 그닥 무관심 이라
아 저 망보는 언제까지 해쳐먹냐?,2025-07-08T07:53:55Z,망보는 언제까지 해쳐먹냐
시즨픵 OUT,2025-07-08T07:53:37Z,시즨픵 out
"하이라이트만봐도 중국상대로 백패스를 얼마나 하는거냐
중국이니까 저런 백패스에 수비라인이 올라오지 아시아 중상위권 팀에도 이런 플레이 안먹힌다
그리고 본인이 처리해야될 상황에서 머뭇머뭇하다 공격은 다놓치고 수비는 수비대로 선수 다놓치고 
정신차려야됨 잘해서 이긴게 아니라 중국이 못해도 너무 못한거다",2025-07-08T07:51:13Z,하이라이트만봐도 중국상대로 백패스를 하는거냐 중국이니까 저런 백패스에 수비라인이 올라오지 아시아 중상위권 팀에도 플레이 안먹힌다 본인이 처리해야될 상황에서 머뭇머뭇하다 공격은 다놓치고 수비는 수비대로 선수 다놓치고 정신차려야됨 잘해서 이긴게 아니라 중국이 못해도 너무 못한거다
경기하는줄도 몰랐네 뭐냐 ㅋㅋㅋㄲ,2025-07-08T07:48:33Z,경기하는줄도 몰랐네 뭐냐 ㅋㅋㅋㄲ
